1495992165051	39.9251855	-7.238889

1495992165216	39.9251855	-7.238889

1495992165555	39.9251855	-7.238889

1495992165717	39.9251855	-7.238889

1495992166057	39.9251855	-7.238889

1495992166218	39.9251855	-7.238889

1495992166559	39.9251855	-7.238889

1495992166719	39.9251855	-7.238889

1495992167068	39.9251855	-7.238889

1495992167230	39.9251855	-7.238889

1495992167571	39.9251855	-7.238889

1495992167733	39.9251855	-7.238889

1495992168078	39.9251855	-7.238889

1495992168249	39.9251855	-7.238889

1495992168581	39.9251855	-7.238889

1495992168754	39.9251855	-7.238889

1495992169086	39.9251855	-7.238889

1495992169257	39.9251855	-7.238889

1495992169589	39.9251855	-7.238889

1495992169759	39.9251855	-7.238889

