1496000961626	39.92508833333333	-7.238856666666667

1496000962150	39.92508333333333	-7.2388416666666675

1496000962653	39.92508333333333	-7.2388416666666675

1496000963154	39.92508333333333	-7.2388416666666675

1496000963656	39.92508333333333	-7.2388416666666675

1496000964159	39.92508333333333	-7.2388416666666675

1496000964664	39.92508333333333	-7.2388416666666675

1496000965176	39.92508333333333	-7.2388416666666675

1496000965679	39.92508333333333	-7.2388416666666675

1496000966180	39.92508333333333	-7.2388416666666675

