1495915895232	39.9251563	-7.2388893

1495915895232	39.9251263	-7.2388221

1495915895226	39.9251945	-7.2388953

1495915895735	39.9251563	-7.2388893

1495915895742	39.9251263	-7.2388221

1495915895750	39.9251945	-7.2388953

1495915896266	39.9251263	-7.2388221

1495915896266	39.9251563	-7.2388893

1495915896274	39.9251945	-7.2388953

1495915896783	39.9251263	-7.2388221

1495915896793	39.9251945	-7.2388953

1495915896782	39.9251563	-7.2388893

1495915897309	39.9251263	-7.2388221

1495915897315	39.9251945	-7.2388953

1495915897320	39.9251563	-7.2388893

