1495837981146	-9.653115	0.6278449	0.078480616

1495837981147	-9.653115	0.5493643	0.0

1495837981149	-9.731596	0.5493643	0.078480616

1495837981156	-9.731596	0.5493643	0.078480616

1495837981157	-9.731596	0.5493643	0.078480616

1495837981157	-9.731596	0.5493643	0.0

1495837981166	-9.731596	0.6278449	0.0

1495837981170	-9.653115	0.6278449	0.0

1495837981176	-9.653115	0.5493643	0.0

1495837981177	-9.731596	0.5493643	0.078480616

1495837981191	-9.731596	0.6278449	0.078480616

1495837981197	-9.731596	0.5493643	0.078480616

1495837981198	-9.731596	0.5493643	0.0

1495837981200	-9.731596	0.5493643	0.0

1495837981200	-9.731596	0.5493643	0.0

1495837981230	-9.653115	0.5493643	0.0

1495837981232	-9.731596	0.5493643	0.0

1495837981233	-9.653115	0.5493643	0.0

1495837981234	-9.731596	0.5493643	0.0

1495837981235	-9.731596	0.5493643	0.078480616

1495837981236	-9.731596	0.6278449	0.078480616

1495837981237	-9.731596	0.6278449	0.0

1495837981238	-9.731596	0.6278449	0.0

1495837981240	-9.653115	0.6278449	0.0

1495837981240	-9.731596	0.6278449	0.078480616

1495837981242	-9.731596	0.5493643	0.078480616

1495837981256	-9.653115	0.5493643	0.0

1495837981269	-9.731596	0.6278449	0.078480616

1495837981279	-9.731596	0.6278449	0.078480616

1495837981299	-9.731596	0.5493643	0.0

1495837981309	-9.653115	0.5493643	0.0

1495837981319	-9.731596	0.5493643	0.0

1495837981339	-9.653115	0.5493643	0.0

1495837981349	-9.653115	0.6278449	0.0

1495837981370	-9.731596	0.6278449	0.0

1495837981371	-9.731596	0.6278449	0.0

1495837981389	-9.653115	0.5493643	0.0

1495837981402	-9.731596	0.6278449	0.078480616

1495837981419	-9.731596	0.6278449	0.0

1495837981439	-9.731596	0.6278449	0.078480616

1495837981449	-9.731596	0.6278449	0.078480616

1495837981459	-9.731596	0.5493643	0.0

1495837981469	-9.731596	0.6278449	0.0

1495837981487	-9.731596	0.6278449	0.078480616

1495837981489	-9.731596	0.6278449	0.078480616

1495837981499	-9.731596	0.6278449	0.0

1495837981509	-9.731596	0.5493643	0.0

1495837981529	-9.731596	0.5493643	0.0

1495837981530	-9.653115	0.6278449	0.0

1495837981539	-9.731596	0.5493643	0.0

