1495904251050	-0.42645884	2.7094324	1.1266986

1495904251067	0.11670663	0.29669598	-0.067545965

1495904251069	0.9740208	-1.1790568	-0.6794564

1495904251080	0.41220358	-1.3918198	-0.27804422

1495904251089	0.2759126	-0.077404745	-0.003197442

1495904251100	-0.087263525	-0.12643218	-0.50932586

1495904251129	-0.9172662	-0.030508926	-1.1125766

1495904251133	-1.0492939	-0.5736744	-1.4528377

1495904251140	-1.1201705	-1.4332534	-1.4561684

1495904251152	-1.4648281	-1.809619	-1.292566

1495904251159	-1.9076738	-1.115774	-1.1943778

1495904251171	-2.196776	0.09698907	-1.1005862

1495904251180	-2.4433787	0.78417265	-0.9805489

1495904251191	-2.6265655	0.85731417	-0.78310686

1495904251201	-2.6364243	1.0350386	-0.6794564

1495904251219	-2.6156409	1.2358114	-0.7340794

1495904251221	-2.6505463	1.1071143	-0.7460698

1495904251231	-2.561151	0.9260591	-0.7460698

1495904251239	-2.2699175	0.98934186	-0.80815345

1495904251249	-1.9099387	1.0122569	-0.87263525

1495904251261	-1.534639	0.9511058	-0.93911535

1495904251270	-1.0983213	0.7111644	-0.9980016

1495904251311	-0.4351186	0.31188384	-1.0297096

1495904251318	-0.37516654	0.3217426	-0.8714362

1495904251319	-0.44604316	0.34785506	-0.71329606

1495904251321	-0.39914736	0.2246203	-0.50932586

1495904251331	-0.37623236	-0.15707435	-0.46576074

1495904251339	-0.3282707	-0.51372236	-0.45696777

1495904251352	-0.21596056	-0.84972024	-0.45257127

1495904251359	-0.030508926	-0.987077	-0.39808154

1495904251372	0.18651745	-0.9445777	-0.23661071

1495904251379	0.3860911	-0.69584334	0.07300826

1495904251390	0.56061816	-0.28457233	0.46789235

1495904251401	0.7231548	0.07953637	0.79842794

1495904251410	0.8703704	0.35984546	1.0417

1495904251419	1.0579536	0.538769	1.1714628

1495904251430	1.5237143	0.61617374	1.1638689

1495904251439	2.189182	0.29003465	1.1060485

1495904251449	2.6167066	-0.1951772	1.0852652

1495904251459	2.6942446	-0.3446576	1.3329337

1495904251469	2.7094324	-0.63362646	1.6448175

1495904251479	2.8240075	-1.115774	1.6284306

1495904251489	3.0083933	-0.31521448	1.398348

1495904251500	1.9709566	1.7844391	0.84972024

1495904251520	1.6851852	0.83000267	0.7721822

1495904251529	1.8487877	1.1277645	0.90421

1495904251539	1.9328537	1.0951239	0.8562483

1495904251549	2.0003996	0.6664002	0.7252864

1495904251559	1.9774847	0.2300826	0.6270983

1495904251569	1.8018918	-0.010791367	0.69144684

1495904251579	1.4976019	-0.34359178	0.927125

1495904251589	1.193312	-0.76019186	1.1801226

1495904251600	0.9685585	-1.2511324	1.389555

1495904251609	0.7765787	-1.632827	1.398348

1495904251619	0.60751396	-1.9339195	1.398348

1495904251629	0.5103917	-2.1553423	1.3743671

1495904251639	0.39914736	-2.218625	1.1310952

1495904251650	0.28457233	-2.3582468	0.7624567

1495904251659	0.09592326	-2.354916	0.34239274

