1495737759319	22.75	-16.5625	-24.9375

1495737759366	22.5	-15.875	-25.0

1495737759469	22.9375	-15.875	-25.125

1495737759566	22.8125	-15.0	-25.3125

1495737759666	22.375	-15.0	-24.8125

1495737759779	23.0	-15.0625	-24.9375

1495737759867	22.875	-14.5	-24.1875

1495737759967	22.6875	-15.3125	-23.9375

1495737760068	22.4375	-15.6875	-23.875

1495737760179	22.25	-15.3125	-24.0625

1495737760270	22.0625	-15.75	-24.25

1495737760375	22.625	-15.5	-24.3125

1495737760485	23.375	-14.875	-24.6875

1495737760570	23.75	-15.6875	-24.625

1495737760670	23.875	-15.6875	-24.9375

1495737760769	23.375	-16.0625	-24.375

1495737760870	23.0625	-16.75	-24.5625

1495737760970	23.0625	-16.75	-24.5625

1495737761081	22.875	-16.5625	-24.9375

1495737761170	22.9375	-16.5	-25.4375

1495737761283	22.9375	-16.1875	-25.125

1495737761371	22.9375	-16.3125	-24.6875

1495737761471	23.0	-16.6875	-24.3125

1495737761571	23.375	-16.1875	-24.6875

1495737761671	23.25	-15.5625	-24.5625

1495737761773	23.1875	-15.375	-24.9375

1495737761876	23.125	-15.75	-24.6875

1495737761985	22.8125	-15.875	-24.375

1495737762073	22.8125	-15.875	-24.6875

1495737762173	22.625	-15.5	-24.1875

1495737762282	22.875	-15.375	-24.0

1495737762374	23.125	-15.75	-23.625

1495737762473	23.0	-16.0625	-23.9375

1495737762574	23.3125	-16.125	-24.0

1495737762674	22.75	-15.25	-24.4375

1495737762784	22.875	-15.375	-24.9375

1495737762874	23.0	-15.375	-24.75

1495737762974	23.3125	-15.6875	-25.25

1495737763074	23.625	-16.25	-25.0625

1495737763174	23.5625	-16.1875	-25.125

1495737763283	23.375	-16.1875	-24.8125

1495737763379	23.1875	-16.375	-24.9375

1495737763477	22.75	-16.375	-24.9375

1495737763577	23.125	-15.75	-24.6875

1495737763678	23.25	-15.875	-25.125

1495737763785	22.9375	-15.0	-25.0

1495737763880	23.3125	-14.8125	-25.0625

1495737763982	22.9375	-14.875	-25.0

1495737764078	22.875	-14.375	-24.4375

1495737764184	23.0	-15.25	-24.3125

